"","id","title","abstract","authors","link_pdf","link_doi"
"60","2011.02833v3","Digital Twins: State of the Art Theory and Practice, Challenges, and
  Open Research Questions","  Digital Twin was introduced over a decade ago, as an innovative
all-encompassing tool, with perceived benefits including real-time monitoring,
simulation and forecasting. However, the theoretical framework and practical
implementations of digital twins (DT) are still far from this vision. Although
successful implementations exist, sufficient implementation details are not
publicly available, therefore it is difficult to assess their effectiveness,
draw comparisons and jointly advance the DT methodology. This work explores the
various DT features and current approaches, the shortcomings and reasons behind
the delay in the implementation and adoption of digital twin. Advancements in
machine learning, internet of things and big data have contributed hugely to
the improvements in DT with regards to its real-time monitoring and forecasting
properties. Despite this progress and individual company-based efforts, certain
research gaps exist in the field, which have caused delay in the widespread
adoption of this concept. We reviewed relevant works and identified that the
major reasons for this delay are the lack of a universal reference framework,
domain dependence, security concerns of shared data, reliance of digital twin
on other technologies, and lack of quantitative metrics. We define the
necessary components of a digital twin required for a universal reference
framework, which also validate its uniqueness as a concept compared to similar
concepts like simulation, autonomous systems, etc. This work further assesses
the digital twin applications in different domains and the current state of
machine learning and big data in it. It thus answers and identifies novel
research questions, both of which will help to better understand and advance
the theory and practice of digital twins.
","Angira Sharma|Edward Kosasih|Jie Zhang|Alexandra Brintrup|Anisoara Calinescu","http://arxiv.org/pdf/2011.02833v3",""
"61","2011.07807v1","Video Big Data Analytics in the Cloud: A Reference Architecture, Survey,
  Opportunities, and Open Research Issues","  The proliferation of multimedia devices over the Internet of Things (IoT)
generates an unprecedented amount of data. Consequently, the world has stepped
into the era of big data. Recently, on the rise of distributed computing
technologies, video big data analytics in the cloud has attracted the attention
of researchers and practitioners. The current technology and market trends
demand an efficient framework for video big data analytics. However, the
current work is too limited to provide a complete survey of recent research
work on video big data analytics in the cloud, including the management and
analysis of a large amount of video data, the challenges, opportunities, and
promising research directions. To serve this purpose, we present this study,
which conducts a broad overview of the state-of-the-art literature on video big
data analytics in the cloud. It also aims to bridge the gap among large-scale
video analytics challenges, big data solutions, and cloud computing. In this
study, we clarify the basic nomenclatures that govern the video analytics
domain and the characteristics of video big data while establishing its
relationship with cloud computing. We propose a service-oriented layered
reference architecture for intelligent video big data analytics in the cloud.
Then, a comprehensive and keen review has been conducted to examine
cutting-edge research trends in video big data analytics. Finally, we identify
and articulate several open research issues and challenges, which have been
raised by the deployment of big data technologies in the cloud for video big
data analytics. To the best of our knowledge, this is the first study that
presents the generalized view of the video big data analytics in the cloud.
This paper provides the research studies and technologies advancing video
analyses in the era of big data and cloud computing.
","Aftab Alam|Irfan Ullah|Young-Koo Lee","http://arxiv.org/pdf/2011.07807v1","http://dx.doi.org/10.1109/ACCESS.2020.3017135"
"62","2011.14995v1","Adapting LIGO workflows to run in the Open Science Grid","  During the first observation run the LIGO collaboration needed to offload
some of its most, intense CPU workflows from its dedicated computing sites to
opportunistic resources. Open Science Grid enabled LIGO to run PyCbC, RIFT and
Bayeswave workflows to seamlessly run in a combination of owned and
opportunistic resources. One of the challenges is enabling the workflows to use
several heterogeneous resources in a coordinated and effective way.
","Edgar Fajardo|Frank Wuerthwein|Brian Bockelman|Miron Livny|Greg Thain|James Alexander Clark|Peter Couvares|Josh Willis","http://arxiv.org/pdf/2011.14995v1",""
"63","2012.11534v2","ESCAPE -- addressing Open Science challenges","  ESCAPE (European Science Cluster of Astronomy & Particle physics ESFRI
research infrastructures) is an EU H2020 project that addresses the Open
Science challenges shared by the astrophysics and and accelerator-based physics
and nuclear physics ESFRI projects and landmarks. This project is embedded in
the context of the European Open Science Cloud (EOSC) and involves activities
to develop a prototype Data Lake and Science Platform, as well as support of an
Open Source Software Repository, connection of the Virtual Observatory
framework to EOSC, and engaging the public in citizen science. In this poster
paper we provide a brief overview of the project and the results presented at
ADASS.
","Mark G. Allen|Giovanni Lamanna|Xavier Espinal|Kay Graf|Michiel van Haarlem|Stephen Serjeant|Ian Bird|Elena Cuoco|Jayesh Wagh","http://arxiv.org/pdf/2012.11534v2",""
"64","2012.12958v1","Privacy Preservation for Wireless Sensor Networks in Healthcare: State
  of the Art, and Open Research Challenges","  The advent of miniature biosensors has generated numerous opportunities for
deploying wireless sensor networks in healthcare. However, an important barrier
is that acceptance by healthcare stakeholders is influenced by the
effectiveness of privacy safeguards for personal and intimate information which
is collected and transmitted over the air, within and beyond these networks. In
particular, these networks are progressing beyond traditional sensors, towards
also using multimedia sensors, which raise further privacy concerns.
Paradoxically, less research has addressed privacy protection, compared to
security. Nevertheless, privacy protection has gradually evolved from being
assumed an implicit by-product of security measures, and it is maturing into a
research concern in its own right. However, further technical and
socio-technical advances are needed. As a contribution towards galvanising
further research, the hallmarks of this paper include: (i) a literature survey
explicitly anchored on privacy preservation, it is underpinned by untangling
privacy goals from security goals, to avoid mixing privacy and security
concerns, as is often the case in other papers; (ii) a critical survey of
privacy preservation services for wireless sensor networks in healthcare,
including threat analysis and assessment methodologies; it also offers
classification trees for the multifaceted challenge of privacy protection in
healthcare, and for privacy threats, attacks and countermeasures; (iii) a
discussion of technical advances complemented by reflection over the
implications of regulatory frameworks; (iv) a discussion of open research
challenges, leading onto offers of directions for future research towards
unlocking the door onto privacy protection which is appropriate for healthcare
in the twenty-first century.
","Yasmine N. M. Saleh|Claude C. Chibelushi|Ayman A. Abdel-Hamid|Abdel-Hamid Soliman","http://arxiv.org/pdf/2012.12958v1",""
"65","2101.00250v1","Interplay between RIS and AI in Wireless Communications: Fundamentals,
  Architectures, Applications, and Open Research Problems","  Future wireless communication networks are expected to fulfill the
unprecedented performance requirements to support our highly digitized and
globally data-driven society. Various technological challenges must be overcome
to achieve our goal. Among many potential technologies, reconfigurable
intelligent surface (RIS) and artificial intelligence (AI) have attracted
extensive attention, thereby leading to a proliferation of studies for
utilizing them in wireless communication systems. The RIS-based wireless
communication frameworks and AI-enabled technologies, two of the promising
technologies for the sixth-generation networks, interact and promote with each
other, striving to collaboratively create a controllable, intelligent,
reconfigurable, and programmable wireless propagation environment. This paper
explores the road to implementing the combination of RIS and AI; specifically,
integrating AI-enabled technologies into RIS-based frameworks for maximizing
the practicality of RIS to facilitate the realization of smart radio
propagation environments, elaborated from shallow to deep insights. We begin
with the basic concept and fundamental characteristics of RIS, followed by the
overview of the research status of RIS. Then, we analyze the inevitable trend
of RIS to be combined with AI. In particular, we focus on recent research about
RIS-based architectures embedded with AI, elucidating from the intelligent
structures and systems of metamaterials to the AI-embedded RIS-assisted
wireless communication systems. Finally, the challenges and potential of the
topic are discussed.
","Jinghe Wang|Wankai Tang|Yu Han|Shi Jin|Xiao Li|Chao-Kai Wen|Qiang Cheng|Tie Jun Cui","http://arxiv.org/pdf/2101.00250v1","http://dx.doi.org/10.1109/JSAC.2021.3087259"
"66","2101.06751v2","The KM3NeT Open Science System","  The KM3NeT neutrino detectors are currently under construction at two
locations in the Mediterranean Sea, aiming to detect the Cherenkov light
generated by high-energy relativistic charged particles in sea water. The
KM3NeT collaboration will produce scientific data valuable both for the
astrophysics and neutrino physics communities as well as for the Earth and Sea
science community. An Open Science Portal and infrastructure are under
development to provide public access to open KM3NeT data, software and
services. In this contribution, the current architecture, interfaces and usage
examples are presented.
","Jutta Schnabel|Tamas Gal|Zineb Aly","http://arxiv.org/pdf/2101.06751v2",""
"67","2102.06021v1","Analysing the Requirements for an Open Research Knowledge Graph: Use
  Cases, Quality Requirements and Construction Strategies","  Current science communication has a number of drawbacks and bottlenecks which
have been subject of discussion lately: Among others, the rising number of
published articles makes it nearly impossible to get a full overview of the
state of the art in a certain field, or reproducibility is hampered by
fixed-length, document-based publications which normally cannot cover all
details of a research work. Recently, several initiatives have proposed
knowledge graphs (KG) for organising scientific information as a solution to
many of the current issues. The focus of these proposals is, however, usually
restricted to very specific use cases. In this paper, we aim to transcend this
limited perspective and present a comprehensive analysis of requirements for an
Open Research Knowledge Graph (ORKG) by (a) collecting and reviewing daily core
tasks of a scientist, (b) establishing their consequential requirements for a
KG-based system, (c) identifying overlaps and specificities, and their coverage
in current solutions. As a result, we map necessary and desirable requirements
for successful KG-based science communication, derive implications, and outline
possible solutions.
","Arthur Brack|Anett Hoppe|Markus Stocker|Sören Auer|Ralph Ewerth","http://arxiv.org/pdf/2102.06021v1",""
"68","2103.08334v1","The Virtual Observatory Ecosystem Facing the European Open Science Cloud","  The International Virtual Observatory Alliance (IVOA) has developed and
built, in the last two decades, an ecosystem of distributed resources,
interoperable and based upon open shared technological standards. In doing so
the IVOA has anticipated, putting into practice for the astrophysical domain,
the ideas of FAIR-ness of data and service resources and the Open-ness of
sharing scientific results, leveraging on the underlying open standards
required to fill the above. In Europe, efforts in supporting and developing the
ecosystem proposed by the IVOA specifications has been provided by a continuous
set of EU funded projects up to current H2020 ESCAPE ESFRI cluster. In the
meantime, in the last years, Europe has realised the importance of promoting
the Open Science approach for the research communities and started the European
Open Science Cloud (EOSC) project to create a distributed environment for
research data, services and communities. In this framework the European VO
community, had to face the move from the interoperability scenario in the
astrophysics domain into a larger audience perspective that includes a
cross-domain FAIR approach. Within the ESCAPE project the CEVO Work Package
(Connecting ESFRI to EOSC through the VO) has one task to deal with this
integration challenge: a challenge where an existing, mature, distributed
e-infrastructure has to be matched to a forming, more general architecture.
CEVO started its works in the first months of 2019 and has already worked on
the integration of the VO Registry into the EOSC e-infrastructure. This
contribution reports on the first year and a half of integration activities,
that involve applications, services and resources being aware of the VO
scenario and compatible with the EOSC architecture.
","Marco Molinaro|Mark Allen|Françoise Genova|André Schaaff|Margarida Castro Neves|Markus Demleitner|Sara Bertocco|Dave Morris|François Bonnarel|Stelios Voutsinas|Catherine Boisson|Giuliano Taffoni","http://arxiv.org/pdf/2103.08334v1","http://dx.doi.org/10.1117/12.2562322"
"69","2105.02351v1","Content4All Open Research Sign Language Translation Datasets","  Computational sign language research lacks the large-scale datasets that
enables the creation of useful reallife applications. To date, most research
has been limited to prototype systems on small domains of discourse, e.g.
weather forecasts. To address this issue and to push the field forward, we
release six datasets comprised of 190 hours of footage on the larger domain of
news. From this, 20 hours of footage have been annotated by Deaf experts and
interpreters and is made publicly available for research purposes. In this
paper, we share the dataset collection process and tools developed to enable
the alignment of sign language video and subtitles, as well as baseline
translation results to underpin future research.
","Necati Cihan Camgoz|Ben Saunders|Guillaume Rochette|Marco Giovanelli|Giacomo Inches|Robin Nachtrab-Ribback|Richard Bowden","http://arxiv.org/pdf/2105.02351v1",""
"70","2106.10207v2","Distributed Deep Learning in Open Collaborations","  Modern deep learning applications require increasingly more compute to train
state-of-the-art models. To address this demand, large corporations and
institutions use dedicated High-Performance Computing clusters, whose
construction and maintenance are both environmentally costly and well beyond
the budget of most organizations. As a result, some research directions become
the exclusive domain of a few large industrial and even fewer academic actors.
To alleviate this disparity, smaller groups may pool their computational
resources and run collaborative experiments that benefit all participants. This
paradigm, known as grid- or volunteer computing, has seen successful
applications in numerous scientific areas. However, using this approach for
machine learning is difficult due to high latency, asymmetric bandwidth, and
several challenges unique to volunteer computing. In this work, we carefully
analyze these constraints and propose a novel algorithmic framework designed
specifically for collaborative training. We demonstrate the effectiveness of
our approach for SwAV and ALBERT pretraining in realistic conditions and
achieve performance comparable to traditional setups at a fraction of the cost.
Finally, we provide a detailed report of successful collaborative language
model pretraining with 40 participants.
","Michael Diskin|Alexey Bukhtiyarov|Max Ryabinin|Lucile Saulnier|Quentin Lhoest|Anton Sinitsin|Dmitry Popov|Dmitry Pyrkin|Maxim Kashirin|Alexander Borzunov|Albert Villanova del Moral|Denis Mazur|Ilia Kobelev|Yacine Jernite|Thomas Wolf|Gennady Pekhimenko","http://arxiv.org/pdf/2106.10207v2",""
"71","2107.09619v1","Open-Science Platform for Computational Materials Science: AiiDA and the
  Materials Cloud","  We discuss here our vision for an Open-Science platform for computational
Materials Science. Such a platform needs to rely on three pillars, consisting
of 1) open data generation tools (including the simulation codes, the
scientific workflows and the infrastructure for automation and
provenance-tracking); 2) an open integration platform where these tools
interact in an easily accessible way and computations are coordinated by
automated workflows; and 3) support for seamless code and data sharing through
portals that are FAIR-compliant and compatible with data-management plans. As a
practical implementation, we show how such a platform in a few examples and
focusing in particular on the combination of the AiiDA infrastructure and the
Materials Cloud web portal.
","Giovanni Pizzi","http://arxiv.org/pdf/2107.09619v1","http://dx.doi.org/10.1007/978-3-319-42913-7_64-1"
"72","2107.13473v3","The Portiloop: a deep learning-based open science tool for closed-loop
  brain stimulation","  Closed-loop brain stimulation refers to capturing neurophysiological measures
such as electroencephalography (EEG), quickly identifying neural events of
interest, and producing auditory, magnetic or electrical stimulation so as to
interact with brain processes precisely. It is a promising new method for
fundamental neuroscience and perhaps for clinical applications such as
restoring degraded memory function; however, existing tools are expensive,
cumbersome, and offer limited experimental flexibility. In this article, we
propose the Portiloop, a deep learning-based, portable and low-cost closed-loop
stimulation system able to target specific brain oscillations. We first
document open-hardware implementations that can be constructed from
commercially available components. We also provide a fast, lightweight neural
network model and an exploration algorithm that automatically optimizes the
model hyperparameters to the desired brain oscillation. Finally, we validate
the technology on a challenging test case of real-time sleep spindle detection,
with results comparable to off-line expert performance on the Massive Online
Data Annotation spindle dataset (MODA; group consensus). Software and plans are
available to the community as an open science initiative to encourage further
development and advance closed-loop neuroscience research.
","Nicolas Valenchon|Yann Bouteiller|Hugo R. Jourde|Xavier L'Heureux|Milo Sobral|Emily B. J. Coffey|Giovanni Beltrame","http://arxiv.org/pdf/2107.13473v3","http://dx.doi.org/10.1371/journal.pone.0270696"
"73","2107.14652v1","Meeting the challenge of Open Science in KM3NeT","  In the upcoming decades, the KM3NeT detectors will produce valuable data that
can be used in various scientific contexts from astro- and particle physics to
environmental and Earth and Sea science. Based on the Open Science policy
established by the KM3NeT Collaboration, several efforts to offer science-ready
data, foster common analysis approaches and publish open source software are
currently pursued. In this contribution, ongoing projects focusing on the
exchange of high-level data and simulation derivatives, production of particle
event simulations and establishment of an integrated computing environment
supporting an open-science focused workflow will be discussed.
","Jutta Schnabel|Piotr Kalaczyński|Cristiano Bozza|Tamas Gal","http://arxiv.org/pdf/2107.14652v1","http://dx.doi.org/10.1088/1748-0221/16/10/C10002"
"74","2108.05085v1","Researcher or Crowd Member? Why not both! The Open Research Knowledge
  Graph for Applying and Communicating CrowdRE Research","  In recent decades, there has been a major shift towards improved digital
access to scholarly works. However, even now that these works are available in
digital form, they remain document-based, making it difficult to communicate
the knowledge they contain. The next logical step is to extend these works with
more flexible, fine-grained, semantic, and context-sensitive representations of
scholarly knowledge. The Open Research Knowledge Graph (ORKG) is a platform
that structures and interlinks scholarly knowledge, relying on crowdsourced
contributions from researchers (as a crowd) to acquire, curate, publish, and
process this knowledge. In this experience report, we consider the ORKG in the
context of Crowd-based Requirements Engineering (CrowdRE) from two
perspectives: (1) As CrowdRE researchers, we investigate how the ORKG
practically applies CrowdRE techniques to involve scholars in its development
to make it align better with their academic work. We determined that the ORKG
readily provides social and financial incentives, feedback elicitation
channels, and support for context and usage monitoring, but that there is
improvement potential regarding automated user feedback analyses and a holistic
CrowdRE approach. (2) As crowd members, we explore how the ORKG can be used to
communicate scholarly knowledge about CrowdRE research. For this purpose, we
curated qualitative and quantitative scholarly knowledge in the ORKG based on
papers contained in two previously published systematic literature reviews
(SLRs) on CrowdRE. This knowledge can be explored and compared interactively,
and with more data than what the SLRs originally contained. Therefore, the ORKG
improves access and communication of the scholarly knowledge about CrowdRE
research. For both perspectives, we found the ORKG to be a useful multi-tool
for CrowdRE research.
","Oliver Karras|Eduard C. Groen|Javed Ali Khan|Sören Auer","http://arxiv.org/pdf/2108.05085v1",""
"75","2108.12922v1","Continuous Systematic Literature Review: An Approach for Open Science","  Systematic Literature Reviews (SLRs) play an important role in the
Evidence-Based Software Engineering scenario. With the advance of the computer
science field and the growth of research publications, new evidence
continuously arises. This fact impacts directly on the purpose of keeping SLRs
up-to-date which could lead researchers to obsolete conclusions or decisions
about a research problem or investigation. Creating and maintaining SLRs
up-to-date demand a significant effort due to several reasons such as the rapid
increase in the amount of evidence, limitation of available databases and lack
of detailed protocol documentation and data availability. Conventionally, in
software engineering SLRs are not updated or updated intermittently leaving
gaps between updates during which time the SLR may be missing important new
research. In order to address these issues, we propose the concept, process and
tooling support of Continuous Systematic Literature Review (CSLR) in SE aiming
to keep SLRs constantly updated with the promotion of open science practices.
This positional paper summarizes our proposal and approach under development.
","Bianca Minetto Napoleão|Fabio Petrillo|Sylvain Hallé","http://arxiv.org/pdf/2108.12922v1",""
"76","2109.10159v1","From MANET to people-centric networking: milestones and open research
  challenges","  In this paper we discuss the state of the art of (mobile) multi-hop ad hoc
networking with the aim to present the current status of the research
activities and identify the consolidated research areas, with limited research
opportunities, and the hot and emerging research areas for which further
research is required. We start by briefly discussing the MANET paradigm, and
why the research on MANET protocols is now a cold research topic. Then we
analyze the active research areas. Specifically, after discussing the
wireless-network technologies we analyze four successful ad hoc networking
paradigms, mesh, opportunistic, vehicular networks, and sensor networks that
emerged from the MANET world. We also present the new research directions in
the multi-hop ad hoc networking field: people-centric networking, triggered by
the increasing penetration of the smartphones in everyday life, which is
generating a people-centric revolution in computing and communications.
","Marco Conti|Chiara Boldrini|Salil S. Kanhere|Enzo Mingozzi|Elena Pagani|Pedro M. Ruiz|Mohamed Younis","http://arxiv.org/pdf/2109.10159v1","http://dx.doi.org/10.1016/j.comcom.2015.09.007"
"77","2110.00888v2","Promoting Open Science Through Research Data Management","  Data management, which encompasses activities and strategies related to the
storage, organization, and description of data and other research materials,
helps ensure the usability of datasets -- both for the original research team
and for others. When contextualized as part of a research workflow, data
management practices can provide an avenue for promoting other practices,
including those related to reproducibility and those that fall under the
umbrella of open science. Not all research data needs to be shared, but all
should be well managed to establish a record of the research process.
","John A. Borghi|Ana E. Van Gulick","http://arxiv.org/pdf/2110.00888v2",""
"78","2112.14957v1","Tiansuan Constellation: An Open Research Platform","  Satellite network is the first step of interstellar voyages. It can provide
global Internet connectivity everywhere on earth, where most areas cannot
access the Internet by the terrestrial infrastructure due to the geographic
accessibility and high cost. The space industry experiences a rise in large
low-earth-orbit satellite constellations to achieve universal connectivity. The
research community is also urgent to do some leading research to bridge the
connectivity divide. Researchers now conduct their work by simulation, which is
far from enough. However, experiments on real satellites are blocked by the
high threshold of space technology, such as deployment cost and unknown risks.
To solve the above dilemma, we are eager to contribute to the universal
connectivity and build an open research platform, Tiansuan constellation to
support experiments on real satellite networks. We discuss the potential
research topics that would benefit from Tiansuan constellation. We provide two
case studies that have already deployed in two experimental satellites of
Tiansuan constellation.
","Shangguang Wang|Qing Li|Mengwei Xu|Xiao Ma|Ao Zhou|Qibo Sun","http://arxiv.org/pdf/2112.14957v1",""
"79","2201.05455v1","Service Function Chaining in 5G & Beyond Networks: Challenges and Open
  Research Issues","  Service Function Chaining (SFC) is a trending paradigm, which has helped to
introduce unseen flexibility in telecom networks. Network service providers, as
well as big network infrastructure providers, are competing to offer
personalized services for their customers. Hence, added value services require
the invocation of various elementary functions called Service Functions (SFs).
The SFC concept composes and imposes the order in which SFs are invoked for a
particular service. Emerging technologies such as Software Defined Networking
and Network Function Virtualization support the dynamic creation and management
of SFC. Even though SFC is an active technical area where several aspects were
already standardized and many SFC architecture flavors are currently deployed,
yet some challenges and open issues are still to be solved. In this paper, we
present different research problems related to SFC and investigate several key
challenges that should be addressed to realize more reliable SFC operations.
","H. Hantouti|N. Benamar|T. Taleb","http://arxiv.org/pdf/2201.05455v1",""
"80","2201.02256v2","LA-CoNGA physics: an Open Science Collaboration in Advanced Physics
  between Latin-America and Europe","  LA-CoNGA physics (for Latin-American alliance for Capacity buildiNG in
Advance physics) is an ERASMUS+ project aiming to support the modernization of
university infrastructure and its pedagogical offer in advanced physics in four
Latin-American countries: Colombia, Ecuador, Per\'u and Venezuela. This project
is co-funded by the Education, Audiovisual and Culture Executive Agency of the
European Commission. This virtual teaching and research network comprises three
partner universities in Europe and eight in Latin America; high-level
scientific partners (CEA, CERN, CNRS, DESY, ICTP), and several and two
industrial partners.
  During 2019 we prepared the syllabuses and selected the lecturers. In 2020
the strict lockdowns modified our pedagogical strategies. The planned model --
an eight-node network of universities made-up by local groups for discussions
-- was transformed into low-quality home participation. We simplified the
connectivity requirements to the minimum bandwidth to operate remote labs. We
also changed the lecture interaction and evaluation model, balancing the
teamwork on course projects and continuous evaluation based on class exercises.
Despite the lockdown scenario, we managed to support the needs of our
instrumentation and computing courses thanks to the contribution and enthusiasm
of our partners. With the support of 30 instructors, we gave 100 lectures to 67
students in four countries. We are now promoting the second cohort due to start
in January 2022
","Jesús Peña-Rodríguez|Luis A. Núñez","http://arxiv.org/pdf/2201.02256v2",""
"81","2203.08809v1","Broadening the scope of Education, Career and Open Science in HEP","  High Energy Particle Physics (HEP) faces challenges over the coming decades
with a need to attract young people to the field and STEM careers, as well as a
need to recognize, promote and sustain those in the field who are making
important contributions to the research effort across the many specialties
needed to deliver the science. Such skills can also serve as attractors for
students who may not want to pursue a PhD in HEP but use them as a springboard
to other STEM careers. This paper reviews the challenges and develops
strategies to correct the disparities to help transform the particle physics
field into a stronger and more diverse ecosystem of talent and expertise, with
the expectation of long-lasting scientific and societal benefits.
","Sudhir Malik|David DeMuth|Sijbrand de Jong|Randal Ruchti|Savannah Thais|Guillermo Fidalgo|Ken Heller|Mathew Muether|Minerba Betancourt|Meenakshi Narain|Tiffany R. Lewis|Kyle Cranmer|Gordon Watts","http://arxiv.org/pdf/2203.08809v1",""
"82","2203.14574v1","The Digitalization of Bioassays in the Open Research Knowledge Graph","  Background: Recent years are seeing a growing impetus in the semantification
of scholarly knowledge at the fine-grained level of scientific entities in
knowledge graphs. The Open Research Knowledge Graph (ORKG)
https://www.orkg.org/ represents an important step in this direction, with
thousands of scholarly contributions as structured, fine-grained,
machine-readable data. There is a need, however, to engender change in
traditional community practices of recording contributions as unstructured,
non-machine-readable text. For this in turn, there is a strong need for AI
tools designed for scientists that permit easy and accurate semantification of
their scholarly contributions. We present one such tool, ORKG-assays.
Implementation: ORKG-assays is a freely available AI micro-service in ORKG
written in Python designed to assist scientists obtain semantified bioassays as
a set of triples. It uses an AI-based clustering algorithm which on
gold-standard evaluations over 900 bioassays with 5,514 unique property-value
pairs for 103 predicates shows competitive performance. Results and Discussion:
As a result, semantified assay collections can be surveyed on the ORKG platform
via tabulation or chart-based visualizations of key property values of the
chemicals and compounds offering smart knowledge access to biochemists and
pharmaceutical researchers in the advancement of drug development.
","Jennifer D'Souza|Anita Monteverdi|Muhammad Haris|Marco Anteghini|Kheir Eddine Farfar|Markus Stocker|Vitor A. P. Martins dos Santos|Sören Auer","http://arxiv.org/pdf/2203.14574v1",""
"83","2203.14579v1","Computer Science Named Entity Recognition in the Open Research Knowledge
  Graph","  Domain-specific named entity recognition (NER) on Computer Science (CS)
scholarly articles is an information extraction task that is arguably more
challenging for the various annotation aims that can beset the task and has
been less studied than NER in the general domain. Given that significant
progress has been made on NER, we believe that scholarly domain-specific NER
will receive increasing attention in the years to come. Currently, progress on
CS NER -- the focus of this work -- is hampered in part by its recency and the
lack of a standardized annotation aim for scientific entities/terms. This work
proposes a standardized task by defining a set of seven contribution-centric
scholarly entities for CS NER viz., research problem, solution, resource,
language, tool, method, and dataset. Following which, its main contributions
are: combines existing CS NER resources that maintain their annotation focus on
the set or subset of contribution-centric scholarly entities we consider;
further, noting the need for big data to train neural NER models, this work
additionally supplies thousands of contribution-centric entity annotations from
article titles and abstracts, thus releasing a cumulative large novel resource
for CS NER; and, finally, trains a sequence labeling CS NER model inspired
after state-of-the-art neural architectures from the general domain NER task.
Throughout the work, several practical considerations are made which can be
useful to information technology designers of the digital libraries.
","Jennifer D'Souza|Sören Auer","http://arxiv.org/pdf/2203.14579v1",""
"84","2204.05779v1","Towards Polyglot Data Stores -- Overview and Open Research Questions","  Nowadays, data-intensive applications face the problem of handling
heterogeneous data with sometimes mutually exclusive use cases and soft
non-functional goals such as consistency and availability. Since no single
platform copes everything, various stores (RDBMS, NewSQL, NoSQL) for different
workloads and use-cases have been developed. However, since each store is only
a specialization, this motivates progress in polyglot data management emerged
new systems called Mult- and Polystores. They are trying to access different
stores transparently and combine their capabilities to achieve one or multiple
given use-cases. This paper describes representative real-world use cases for
data-intensive applications (OLTP and OLAP). It derives a set of requirements
for polyglot data stores. Subsequently, we discuss the properties of selected
Multi- and Polystores and evaluate them based on given needs illustrated by
three common application use cases. We classify them into functional features,
query processing technique, architecture and adaptivity and reveal a lack of
capabilities, especially in changing conditions tightly integration. Finally,
we outline the benefits and drawbacks of the surveyed systems and propose
future research directions and current challenges in this area.
","Daniel Glake|Felix Kiehn|Mareike Schmidt|Fabian Panse|Norbert Ritter","http://arxiv.org/pdf/2204.05779v1",""
"85","2205.11262v2","From BeyondPlanck to Cosmoglobe: Open Science, Reproducibility, and Data
  Longevity","  The BeyondPlanck and Cosmoglobe collaborations have implemented the first
integrated Bayesian end-to-end analysis pipeline for CMB experiments. The
primary long-term motivation for this work is to develop a common analysis
platform that supports efficient global joint analysis of complementary radio,
microwave, and sub-millimeter experiments. A strict prerequisite for this to
succeed is broad participation from the CMB community, and two foundational
aspects of the program are therefore reproducibility and Open Science. In this
paper, we discuss our efforts toward this aim. We also discuss measures toward
facilitating easy code and data distribution, community-based code
documentation, user-friendly compilation procedures, etc. This work represents
the first publicly released end-to-end CMB analysis pipeline that includes raw
data, source code, parameter files, and documentation. We argue that such a
complete pipeline release should be a requirement for all major future and
publicly-funded CMB experiments, noting that a full public release
significantly increases data longevity by ensuring that the data quality can be
improved whenever better processing techniques, complementary datasets, or more
computing power become available, and thereby also taxpayers' value for money;
providing only raw data and final products is not sufficient to guarantee full
reproducibility in the future.
","S. Gerakakis|M. Brilenkov|M. Ieronymaki|M. San|D. J. Watts|K. J. Andersen|R. Aurlien|R. Banerji|A. Basyrov|M. Bersanelli|S. Bertocco|M. Carbone|L. P. L. Colombo|H. K. Eriksen|J. R. Eskilt|M. K. Foss|C. Franceschet|U. Fuskeland|S. Galeotta|M. Galloway|E. Gjerløw|B. Hensley|D. Herman|M. Iacobellis|H. T. Ihle|J. B. Jewell|A. Karakci|E. Keihänen|R. Keskitalo|J. G. S. Lunde|G. Maggio|D. Maino|M. Maris|S. Paradiso|M. Reinecke|N. -O. Stutzer|A. -S. Suur-Uski|T. L. Svalheim|D. Tavagnacco|H. Thommesen|I. K. Wehus|A. Zacchei","http://arxiv.org/pdf/2205.11262v2",""
"86","2206.01439v1","Open Research Knowledge Graph:A System Walkthrough","  Despite improved digital access to scholarly literature in the last decades,
the fundamental principles of scholarly communication remain unchanged and
continue to be largely document-based. Scholarly knowledge remains locked in
representations that are inadequate for machine processing. The Open Research
Knowledge Graph (ORKG) is an infrastructure for representing, curating and
exploring scholarly knowledge in a machine actionable manner. We demonstrate
the core functionality of ORKG for representing research contributions
published in scholarly articles. A video of the demonstration and the system
are available online.
","Mohamad Yaser Jaradeh|Allard Oelen|Manuel Prinz|Markus Stocker|Sören Auer","http://arxiv.org/pdf/2206.01439v1","http://dx.doi.org/10.1007/978-3-030-30760-8_31"
"87","2206.03926v2","Enabling Portability and Reusability of Open Science Infrastructures","  This paper presents a methodology for designing a containerized and
distributed open science infrastructure to simplify its reusability,
replicability, and portability in different environments. The methodology is
depicted in a step-by-step schema based on four main phases: (1) Analysis, (2)
Design, (3) Definition, and (4) Managing and provisioning. We accompany the
description of each step with existing technologies and concrete examples of
application.
","Giuseppe Grieco|Ivan Heibi|Arcangelo Massari|Arianna Moretti|Silvio Peroni","http://arxiv.org/pdf/2206.03926v2","http://dx.doi.org/10.1007/978-3-031-16802-4_36"
