"","Scopus_ID","Title","Author","Date","DOI"
"808","SCOPUS_ID:85128042778","Non-erythropoiesis-stimulating agent, non-iron therapies for the management of anaemia: protocol for a scoping review","Devlin P.","2022-04-11","10.1136/bmjopen-2021-059059"
"809","SCOPUS_ID:85127835877","Family bereavement care interventions during the COVID-19 pandemic: A scoping review protocol","Laranjeira C.","2022-04-08","10.1136/bmjopen-2021-057767"
"810","SCOPUS_ID:85134439926","Context, classification and study methodologies in research into nature-based therapies: protocol for a scoping review","Moyers S.I.","2022-04-07","10.1136/bmjopen-2021-060734"
"811","SCOPUS_ID:85128718474","The Impacts of Ramadan Intermittent Fasting on Saliva Flow-Rate and Metabolic Data: A Systematic Review","Besbes A.","2022-04-06","10.3389/fnut.2022.873502"
"812","SCOPUS_ID:85128854587","Assessing Emotion and Sensitivity of AI Artwork","Agudo U.","2022-04-05","10.3389/fpsyg.2022.879088"
"813","SCOPUS_ID:85127663357","Understanding surgical disease and care for Māori in Aotearoa: Protocol for a scoping review","Rahiri J.L.","2022-04-05","10.1136/bmjopen-2021-058784"
"814","SCOPUS_ID:85128940384","Presenting a comprehensive multi-scale evaluation framework for participatory modelling programs: A scoping review","Lee G.Y.","2022-04-01","10.1371/journal.pone.0266125"
"815","SCOPUS_ID:85128253199","Comparison of therapeutic effects of different acupuncture and moxibustion therapies in the treatment of peripheral facial nerve paralysis: A protocol for systematic review and network meta-analysis","Li M.","2022-04-01","10.1097/MD.0000000000028926"
"816","SCOPUS_ID:85127456253","Sex differences in neurology: a scoping review protocol","Moores G.","2022-04-01","10.1136/bmjopen-2021-054513"
"817","SCOPUS_ID:85127416575","Use of infrared thermography in medical diagnostics: a scoping review protocol","Kesztyüs D.","2022-04-01","10.1136/bmjopen-2021-059833"
"818","SCOPUS_ID:85126793767","Datasets for Automated Affect and Emotion Recognition from Cardiovascular Signals Using Artificial Intelligence— A Systematic Review","Jemioło P.","2022-04-01","10.3390/s22072538"
"819","SCOPUS_ID:85126308221","Individual Differences in Dispositional Mindfulness Predict Attentional Networks and Vigilance Performance","Cásedas L.","2022-04-01","10.1007/s12671-022-01850-6"
"820","SCOPUS_ID:85125477264","Implicit biases and differential perinatal care for migrant women: Methodological framework and study protocol of the BiP study part 3<sup>✰,✰✰</sup>","Azria E.","2022-04-01","10.1016/j.jogoh.2022.102340"
"821","SCOPUS_ID:85124579771","A Critical Analysis of Reporting in Systematic Reviews and Meta-Analyses in the Peyronie's Disease Literature","Bole R.","2022-04-01","10.1016/j.jsxm.2022.01.008"
"822","SCOPUS_ID:85119302243","Mental disorder and opioid overdose: a systematic review","van Draanen J.","2022-04-01","10.1007/s00127-021-02199-2"
"823","SCOPUS_ID:85128553423","11-Deoxycorticosterone Producing Adrenal Hyperplasia as a Very Unusual Cause of Endocrine Hypertension: Case Report and Systematic Review of the Literature","Asla Q.","2022-03-31","10.3389/fendo.2022.846865"
"824","SCOPUS_ID:85126672440","Could the perioperative use of opioids influence cancer outcomes after surgery? A scoping review protocol","Cascella M.","2022-03-15","10.1136/bmjopen-2021-054520"
"825","SCOPUS_ID:85125688003","Evaluating the impact of personalized rehabilitation nursing intervention on postoperative recovery of respiratory function among thoracic surgery patients: A protocol for systematic review and meta-analysis","Liu A.","2022-03-04","10.1097/MD.0000000000028776"
"826","SCOPUS_ID:85140619544","Changes in Clinical Training for Nursing Students during the COVID-19 Pandemic: A Scoping Review Protocol","Lobão C.","2022-03-01","10.3390/nursrep12010021"
"827","SCOPUS_ID:85126658163","Sport Participation and Subjective Outcomes of Health in Middle-Aged Men: A Scoping Review","Blake H.T.","2022-03-01","10.1177/15579883221084493"
"828","SCOPUS_ID:85124174679","Imaging-based Machine-learning Models to Predict Clinical Outcomes and Identify Biomarkers in Pancreatic Cancer: A Scoping Review","Janssen B.V.","2022-03-01","10.1097/SLA.0000000000005349"
"829","SCOPUS_ID:85123106809","A simple embed over encryption scheme for DICOM images using Bülban Map","Manikandan V.","2022-03-01","10.1007/s11517-021-02499-4"
"830","SCOPUS_ID:85122635819","What is in a name? Effects of game-framing on perceptions of hiring organizations","McChesney J.","2022-03-01","10.1111/ijsa.12370"
"831","SCOPUS_ID:85111479020","Near-infrared autofluorescence-based parathyroid glands identification in the thyroidectomy or parathyroidectomy: a systematic review and meta-analysis","Kim D.H.","2022-03-01","10.1007/s00423-021-02269-8"
"832","SCOPUS_ID:85125299681","Comparison of cyclophosphamide and calcineurin inhibitors for idiopathic membranous nephropathy: A protocol for systematic review and meta-analysis","Li K.","2022-02-25","10.1097/MD.0000000000028891"
"833","SCOPUS_ID:85125835712","Affecting Effects on Affect: The Impact of Protocol Permutations on Affective Responses to Sprint Interval Exercise; A Systematic Review and Meta-Analysis of Pooled Individual Participant Data","Metcalfe R.S.","2022-02-17","10.3389/fspor.2022.815555"
"834","SCOPUS_ID:85136883748","Cardiovascular Risk According to Body Mass Index in Women of Reproductive Age With Polycystic Ovary Syndrome: A Systematic Review and Meta-Analysis","Zhuang C.","2022-02-16","10.3389/fcvm.2022.822079"
"835","SCOPUS_ID:85125753319","Adverse Events Reporting of Clinical Trials in Exercise Oncology Research (ADVANCE): Protocol for a Scoping Review","Luo H.","2022-02-16","10.3389/fonc.2022.841266"
"836","SCOPUS_ID:85124447437","Comprehensive traditional East Asian medicine treatment strategy for obesity considering the therapeutic effects and adverse events: A protocol for systematic review and network meta-analysis","Chu H.","2022-02-11","10.1097/MD.0000000000028673"
"837","SCOPUS_ID:85123974590","Health research priorities for wildland firefighters: A modified Delphi study with stakeholder interviews","Pelletier C.","2022-02-03","10.1136/bmjopen-2021-051227"
"838","SCOPUS_ID:85124680109","A systematic review and meta-analyses of interleukin-1 receptor associated kinase 3 (IRAK3) action on inflammation in in vivo models for the study of sepsis","Nguyen T.H.","2022-02-01","10.1371/journal.pone.0263968"
"839","SCOPUS_ID:85124380543","Risk Factors of Long-Term Care Insurance Certification in Japan: A Scoping Review","Takahashi S.","2022-02-01","10.3390/ijerph19042162"
"840","SCOPUS_ID:85123572945","Direct Oral Anticoagulants Compared With Dalteparin for Treatment of Cancer-Associated Thrombosis: A Living, Interactive Systematic Review and Network Meta-analysis","Riaz I.B.","2022-02-01","10.1016/j.mayocp.2020.10.041"
"841","SCOPUS_ID:85122542588","Effects of an 8-Week Mindfulness Course on Affective Polarization","Simonsson O.","2022-02-01","10.1007/s12671-021-01808-0"
"842","SCOPUS_ID:85122525883","VTE Prophylaxis in Critically Ill Adults: A Systematic Review and Network Meta-analysis","Fernando S.M.","2022-02-01","10.1016/j.chest.2021.08.050"
"843","SCOPUS_ID:85119087018","Assessing patient frailty in plastic surgery: A systematic review","Gallo L.","2022-02-01","10.1016/j.bjps.2021.09.055"
"844","SCOPUS_ID:85116827074","Parental presence at the bedside of critically ill children in the pediatric intensive care unit: A scoping review","Miller L.","2022-02-01","10.1007/s00431-021-04279-6"
"845","SCOPUS_ID:85116099732","Testing, Training, and Optimising Performance of Track Cyclists: A Systematic Mapping Review","Stadnyk A.M.J.","2022-02-01","10.1007/s40279-021-01565-z"
"846","SCOPUS_ID:85111904595","Professional codes of conduct: A scoping review","Collings-Hughes D.","2022-02-01","10.1177/09697330211008634"
"847","SCOPUS_ID:85123968543","Stigma against mental health disorders in Nepal conceptualised with a 'what matters most' framework: A scoping review","Gurung D.","2022-01-28","10.1017/S2045796021000809"
"848","SCOPUS_ID:85123370193","Patient-reported experiences and preferences with intraoral scanners: a systematic review","Christopoulou I.","2022-01-25","10.1093/ejo/cjab027"
"849","SCOPUS_ID:85123567165","Knowledge translation strategies for policy and action focused on sexual, reproductive, maternal, newborn, child and adolescent health and well-being: A rapid scoping review","Curran J.A.","2022-01-17","10.1136/bmjopen-2021-053919"
"850","SCOPUS_ID:85123567264","What is known from the existing literature about self-management of pessaries for pelvic organ prolapse? A scoping review protocol","Dwyer L.","2022-01-11","10.1136/bmjopen-2021-055587"
"851","SCOPUS_ID:85123778050","Emerging Detection Techniques for Large Vessel Occlusion Stroke: A Scoping Review","Nicholls J.K.","2022-01-06","10.3389/fneur.2021.780324"
"852","SCOPUS_ID:85139717646","Induction of spatial anxiety in a virtual navigation environment","Oliver A.","2022-01-01","10.3758/s13428-022-01979-1"
"853","SCOPUS_ID:85139263033","The Acute and Chronic Effects of Implementing Velocity Loss Thresholds During Resistance Training: A Systematic Review, Meta-Analysis, and Critical Evaluation of the Literature","Jukic I.","2022-01-01","10.1007/s40279-022-01754-4"
"854","SCOPUS_ID:85139000972","A Volunteer-Run, Face-to-Face, Early Intervention Service for Reducing Suicidality: A Service Evaluation of the Listening Place","Smart S.E.","2022-01-01","10.1027/0227-5910/a000879"
"855","SCOPUS_ID:85138907610","Self-Care Management for Hypertension in Southeast Asia: A Scoping Review","Irwan A.M.","2022-01-01","10.2147/JMDH.S367638"
"856","SCOPUS_ID:85138814371","Making FAIR Practices Accessible and Attractive","Balakireva L.","2022-01-01","10.1007/978-3-031-16802-4_41"
"857","SCOPUS_ID:85138349792","PERSONAL PROTECTIVE EQUIPMENT IN HOSPITAL NURSING CARE: A SCOPING REVIEW","de Sousa R.K.","2022-01-01","10.1590/1980-265X-TCE-2021-0421EN"
"858","SCOPUS_ID:85138281308","Augmented reality in interventional radiology education: a systematic review of randomized controlled trials","Gelmini A.Y.P.","2022-01-01","10.1590/1516-3180.2021.0606.R2.27122021"
"859","SCOPUS_ID:85138228450","Onco-hematological patient care in times of COVID-19: a scoping review","Nascimento A.A.d.A.","2022-01-01","10.1590/0034-7167-2021-0892"
"860","SCOPUS_ID:85137408696","Healthy Eating Index Diet Quality in Randomized Weight Loss Trials: A Systematic Review","Cheng J.","2022-01-01","10.1016/j.jand.2022.08.114"
"861","SCOPUS_ID:85137279940","Digital educational technology on HIV/AIDS for adolescents and young adults: a protocol of scope review","Piran C.M.G.","2022-01-01","10.17665/1676-4285.2022.6564"
"862","SCOPUS_ID:85137061744","Antimicrobial incorporation on 3D-printed polymers used as potential dental materials and biomaterials: a systematic review of the state of the art","de Campos M.R.","2022-01-01","10.1007/s00289-022-04427-4"
"863","SCOPUS_ID:85136759773","Complementary and integrative medicines for behavioral and psychological symptoms of dementia: Overview of systematic reviews","Kwon C.Y.","2022-01-01","10.1016/j.explore.2022.08.005"
"864","SCOPUS_ID:85136200724","RastrOS Project: Natural Language Processing contributions to the development of an eye-tracking corpus with predictability norms for Brazilian Portuguese","Leal S.E.","2022-01-01","10.1007/s10579-022-09609-0"
"865","SCOPUS_ID:85136191200","Pulmonary embolism response team (PERT) implementation and its clinical value across countries: a scoping review and meta-analysis","Hobohm L.","2022-01-01","10.1007/s00392-022-02077-0"
"866","SCOPUS_ID:85135754170","Empirical verification of the suggested hyperparameters for data augmentation using the fast.ai library","Oronowicz-Jaśkowiak W.","2022-01-01","10.24132/CSRN.3201.20"
"867","SCOPUS_ID:85135008585","The Bone Biomarker Response to an Acute Bout of Exercise: A Systematic Review with Meta-Analysis","Dolan E.","2022-01-01","10.1007/s40279-022-01718-8"
"868","SCOPUS_ID:85134785284","Open Science: Friend, Foe, or Both to an Antiracist Psychology?","Fuentes M.A.","2022-01-01","10.1037/rev0000386"
"869","SCOPUS_ID:85133590332","A scoping review of heart rate variability in sport and exercise psychology","Mosley E.","2022-01-01","10.1080/1750984X.2022.2092884"
"870","SCOPUS_ID:85133423850","Robot-assisted groin hernia repair is primarily performed by specialized surgeons: a scoping review","Hansen D.L.","2022-01-01","10.1007/s11701-022-01440-7"
"871","SCOPUS_ID:85132924760","Exploring electronic lab notebooks (ELNs) at a R1 institution in the Southeast USA","Smith P.L.","2022-01-01","10.1108/DLP-02-2022-0013"
"872","SCOPUS_ID:85132839076","Participatory Mapping: A Systematic Review and Open Science Framework for Future Research","Denwood T.","2022-01-01","10.1080/24694452.2022.2065964"
"873","SCOPUS_ID:85132603654","Developing Cross-Cultural Data Infrastructures (CCDIs) for Research in Cognitive and Behavioral Sciences","Burger O.","2022-01-01","10.1007/s13164-022-00635-z"
"874","SCOPUS_ID:85131729780","Examining physical activity participation barriers among adults 50 years and older: a scoping review protocol","Wingood M.","2022-01-01","10.1080/10833196.2022.2087311"
"875","SCOPUS_ID:85131451811","Correction: “Australian Women’s Lived Experiences of Stigmatization After Cosmetic Surgery: A Qualitative Investigation” (Stigma and Health. Advance online publication. (2022), (10.1037/sah0000378))",NA,"2022-01-01","10.1037/sah0000387"
"876","SCOPUS_ID:85131088356","The Mandarin Chinese auditory emotions stimulus database: A validated set of Chinese pseudo-sentences","Gong B.","2022-01-01","10.3758/s13428-022-01868-7"
"877","SCOPUS_ID:85130628768","Examining the Relations Among Working Memory Capacity, Attention-Deficit/Hyperactivity Disorder Symptomology, and Conscious Experience","Beikmohamadi L.A.","2022-01-01","10.1037/cns0000313"
"878","SCOPUS_ID:85128870619","How Executive Functioning and Financial Self-efficacy Predict Subjective Financial Well-Being via Positive Financial Behaviors","Dare S.E.","2022-01-01","10.1007/s10834-022-09845-0"
"879","SCOPUS_ID:85128179982","Protein absorption on titanium surfaces treated with a high-power laser: A systematic review","Calazans Neto J.V.","2022-01-01","10.1016/j.prosdent.2022.03.010"
"880","SCOPUS_ID:85127984957","Erratum: The Study of Fetal Rat Model of Intra-amniotic Isoproterenol Injection induced Heart Dysfunction and Phenotypic Switch of Contractile Proteins (BioMed Research International (2014) 2014 (360687) DOI: 10.1155/2014/360687)",NA,"2022-01-01","10.1155/2022/9867191"
"881","SCOPUS_ID:85127881272","Voice Disorders in the Workplace: A Scoping Review","Allen L.","2022-01-01","10.1016/j.jvoice.2022.03.012"
"882","SCOPUS_ID:85127535553","Analyzing Trends and Patterns Across the Educational Technology Communities Using Fontana Framework","Gomez M.J.","2022-01-01","10.1109/ACCESS.2022.3163253"
"883","SCOPUS_ID:85127250485","The Impact of 120 Minutes of Soccer-Specific Exercise on Recovery","Field A.","2022-01-01","10.1080/02701367.2021.1964697"
"884","SCOPUS_ID:85126238886","Setting up a Checkpoint for Research on the Prevalence of Journal Data Policies: A Systematic Review","Lee J.S.","2022-01-01","10.1007/978-3-030-96957-8_11"
"885","SCOPUS_ID:85125866218","ExoClock Project. II. A Large-scale Integrated Study with 180 Updated Exoplanet Ephemerides","Kokori A.","2022-01-01","10.3847/1538-4365/ac3a10"
"886","SCOPUS_ID:85125382875","Best practice guidelines for reporting spoken discourse in aphasia and neurogenic communication disorders","Stark B.C.","2022-01-01","10.1080/02687038.2022.2039372"
"887","SCOPUS_ID:85125138263","What is the effectiveness of titanium tetrafluoride to prevent or treat dental caries and tooth erosion? A systematic review","Chevitarese A.B.","2022-01-01","10.1080/00016357.2022.2032329"
"888","SCOPUS_ID:85124745747","Instruments on patient safety knowledge/attitudes among undergraduate students: a scoping review protocol","Oliveira S.L.D.S.","2022-01-01","10.17665/1676-4285.20226535"
"889","SCOPUS_ID:85124090158","Association of smoking status with hospitalisation for COVID-19 compared with other respiratory viruses a year previous: A case-control study at a single UK National Health Service trust","Perski O.","2022-01-01","10.12688/f1000research.55502.3"
"890","SCOPUS_ID:85123912129","The role of analytical variability in secondary data replications: a replication of Kim et al. (2014)","Bokhove C.","2022-01-01","10.1080/13803611.2021.2022319"
"891","SCOPUS_ID:85123905054","Effect of an Intraorifice Barrier on Endodontically Treated Teeth: A Systematic Review and Meta-Analysis of in Vitro Studies","Araújo L.P.D.","2022-01-01","10.1155/2022/2789073"
"892","SCOPUS_ID:85123876637","Policy and strategies addressing prevention and control of antimicrobial resistance in Brazil: A scoping review protocol","Nunes J.d.O.","2022-01-01","10.1371/journal.pone.0263305"
"893","SCOPUS_ID:85123814973","Ozone disinfection for viruses with applications in healthcare environments: a scoping review","Irie M.S.","2022-01-01","10.1590/1807-3107BOR-2022.VOL36.0006"
"894","SCOPUS_ID:85123686999","Policy and strategies addressing prevention and control of antimicrobial resistance in Brazil: A scoping review protocol","de Oliveira Nunes J.","2022-01-01","10.1371/journal.pone.0263305"
"895","SCOPUS_ID:85122817743","Models of mental health problems: a quasi-systematic review of theoretical approaches","Richter D.","2022-01-01","10.1080/09638237.2021.2022638"
"896","SCOPUS_ID:85122700282","Bibliometric Analysis of the Informal Caregiver’s Scientific Production","Ferreira B.","2022-01-01","10.3390/jpm12010061"
"897","SCOPUS_ID:85121443754","The effects of dietary protein supplementation on exercise-induced inflammation and oxidative stress: A systematic review of human trials","Alhebshi A.","2022-01-01","10.3390/antiox11010013"
"898","SCOPUS_ID:85120337370","Systematic review of preservation TMS that includes continuation, maintenance, relapse-prevention, and rescue TMS","Wilson S.","2022-01-01","10.1016/j.jad.2021.09.040"
"899","SCOPUS_ID:85118726339","The effect of benzodiazepines on exercise in healthy adult participants: A systematic review","Holgado D.","2022-01-01","10.1080/10550887.2021.1990640"
"900","SCOPUS_ID:85115336233","Predictive Associations of Dispositional Mindfulness Facets with Anxiety and Depression: a Meta-analytic Structural Equation Modeling Approach","Prieto-Fidalgo Á.","2022-01-01","10.1007/s12671-021-01756-9"
"901","SCOPUS_ID:85090560992","Conducting a Meta-Analysis in the Age of Open Science: Tools, Tips, and Practical Recommendations","Moreau D.","2022-01-01","10.1037/met0000351"
"902","SCOPUS_ID:85084254943","Coronavirus disease 2019 (COVID-19) and pregnancy: a systematic review","Yang Z.","2022-01-01","10.1080/14767058.2020.1759541"
"903","SCOPUS_ID:85122343194","Fluoroquinolones increase the risk of aortic aneurysm and dissection: A protocol for meta-Analysis","Zhang J.","2021-12-23","10.1097/MD.0000000000028081"
"904","SCOPUS_ID:85122252292","Identifying patients with psychosocial problems in general practice: A scoping review protocol","Schwenker R.","2021-12-20","10.1136/bmjopen-2021-051383"
"905","SCOPUS_ID:85121907826","The effectiveness of cyclosporine A for patients with steroid-resistant nephrotic syndrome: A protocol for systematic review and meta-analysis","Lv J.","2021-12-10","10.1097/MD.0000000000028186"
"906","SCOPUS_ID:85121731383","A Systematic, Open-Science Framework for Quantification of Cell-Types in Mouse Brain Sections Using Fluorescence Microscopy","Sanchez-Arias J.C.","2021-12-06","10.3389/fnana.2021.722443"
"907","SCOPUS_ID:85121226850","Sedentary behaviour in non-Ambulant children and young people with physical disabilities: A systematic search and review protocol","Bradbury M.","2021-12-03","10.1136/bmjopen-2021-053077"
"908","SCOPUS_ID:85119018835","Persuasive messaging to increase COVID-19 vaccine uptake intentions","James E.K.","2021-12-03","10.1016/j.vaccine.2021.10.039"
"909","SCOPUS_ID:85120947524","Does cognitive behaviour therapy affect peripheral inflammation of depression? A protocol for the systematic review and meta-analysis","Cao B.","2021-12-02","10.1136/bmjopen-2020-048162"
"910","SCOPUS_ID:85125605552","How do people with social anxiety disorder manage daily stressors? Deconstructing emotion regulation flexibility in daily life","Goodman F.R.","2021-12-01","10.1016/j.jadr.2021.100210"
"911","SCOPUS_ID:85122215953","Frameworks, measures, and interventions for HIV-related internalised stigma and stigma in healthcare and laws and policies: Systematic review protocol","Hempel S.","2021-12-01","10.1136/bmjopen-2021-053608"
"912","SCOPUS_ID:85122076057","Effect of food sources of nitrate, polyphenols, L-arginine and L-citrulline on endurance exercise performance: a systematic review and meta-analysis of randomised controlled trials","d’Unienville N.M.A.","2021-12-01","10.1186/s12970-021-00472-y"
"913","SCOPUS_ID:85121488048","Evacuation solutions for individuals with functional limitations in the built environment: a scoping review protocol","Roberts B.W.R.","2021-12-01","10.1186/s13643-021-01844-w"
"914","SCOPUS_ID:85121308649","Dysphagia rehabilitation following acquired brain injury, including cerebral palsy, across the lifespan: a scoping review protocol","Halfpenny R.","2021-12-01","10.1186/s13643-021-01861-9"
"915","SCOPUS_ID:85121009009","Protocol for a meta-narrative review on research paradigms addressing the urban built environment and human health","Kim J.","2021-12-01","10.1186/s13643-021-01848-6"
"916","SCOPUS_ID:85120940977","Examining potential gender bias in automated-job alerts in the Spanish market","Martínez N.","2021-12-01","10.1371/journal.pone.0260409"
"917","SCOPUS_ID:85120813181","Surgical resection for patients with recurrent or metastatic gastrointestinal stromal tumors: a protocol for a systematic review and meta-analysis update","Cai Z.","2021-12-01","10.1186/s13643-021-01863-7"
"918","SCOPUS_ID:85120755981","Re-thinking reablement strategies for older adults in residential aged care: a scoping review","Lewis L.K.","2021-12-01","10.1186/s12877-021-02627-7"
"919","SCOPUS_ID:85120050006","Does pre-notification increase questionnaire response rates: a randomised controlled trial nested within a systematic review","Woolf B.","2021-12-01","10.1186/s12874-021-01462-z"
"920","SCOPUS_ID:85119619932","Comparison of COVID-19 outcomes in organ transplant recipients (OTr) and non-transplant patients: a study protocol for rapid review","Lerner A.H.","2021-12-01","10.1186/s13643-021-01854-8"
"921","SCOPUS_ID:85119582276","Adult stroke survivor’s reintegration to normal living: a scoping review protocol","Ogunlana M.O.","2021-12-01","10.1186/s13643-021-01851-x"
"922","SCOPUS_ID:85119521567","Association between convalescent plasma treatment and mortality in COVID-19: a collaborative systematic review and meta-analysis of randomized clinical trials","Axfors C.","2021-12-01","10.1186/s12879-021-06829-7"
"923","SCOPUS_ID:85118973449","Improving peer review of systematic reviews by involving librarians and information specialists: protocol for a randomized controlled trial","Rethlefsen M.L.","2021-12-01","10.1186/s13063-021-05738-z"
"924","SCOPUS_ID:85118836575","Early intervention for young children with autism spectrum disorder: protocol for a scoping review of economic evaluations","Pye K.","2021-12-01","10.1186/s13643-021-01847-7"
"925","SCOPUS_ID:85118530867","Patient-important outcomes reported in randomized controlled trials of pharmacologic treatments for COVID-19: a protocol of a META-epidemiological study","Jimenez-Mora M.A.","2021-12-01","10.1186/s13643-021-01838-8"
"926","SCOPUS_ID:85117769632","Conceptual causal framework to assess the effect of SARS-CoV-2 variants on COVID-19 disease severity among hospitalized patients","Van Goethem N.","2021-12-01","10.1186/s13690-021-00709-x"
"927","SCOPUS_ID:85117617386","Is walking netball an effective, acceptable and feasible method to increase physical activity and improve health in middle- to older age women?: A RE-AIM evaluation","Kinnafick F.E.","2021-12-01","10.1186/s12966-021-01204-w"
"928","SCOPUS_ID:85117481870","Evidence of the impacts of pharmaceuticals on aquatic animal behaviour: a systematic map protocol","Martin J.M.","2021-12-01","10.1186/s13750-021-00241-z"
"929","SCOPUS_ID:85116366218","The tiny effects of respiratory masks on physiological, subjective, and behavioral measures under mental load in a randomized controlled trial","Spang R.P.","2021-12-01","10.1038/s41598-021-99100-7"
"930","SCOPUS_ID:85115829648","Incorporating and evaluating citizen engagement in health research: a scoping review protocol","Shahid A.","2021-12-01","10.1186/s13643-021-01812-4"
"931","SCOPUS_ID:85115829542",NA,"Boot A.B.","2021-12-01","10.1057/s41599-021-00901-y"
"932","SCOPUS_ID:85115640081","Key elements and effects of cardiovascular disease management programs based on community-based participatory research: protocol for a scoping review","Yang J.","2021-12-01","10.1186/s13643-021-01804-4"
"933","SCOPUS_ID:85115272189","Having more virtual interaction partners during COVID-19 physical distancing measures may benefit mental health","Sahi R.S.","2021-12-01","10.1038/s41598-021-97421-1"
"934","SCOPUS_ID:85114723214","High-speed imaging database of water jet disintegration Part II: Temporal analysis of the primary breakup","Rezayat S.","2021-12-01","10.1016/j.ijmultiphaseflow.2021.103807"
"935","SCOPUS_ID:85114700933","Implications of the COVID-19 pandemic for people with bipolar disorders: A scoping review","Fornaro M.","2021-12-01","10.1016/j.jad.2021.08.091"
"936","SCOPUS_ID:85114615369","The Effect of Resistance Training on Body Composition During and After Cancer Treatment: A Systematic Review and Meta-Analysis","Clifford B.","2021-12-01","10.1007/s40279-021-01542-6"
"937","SCOPUS_ID:85113971738","The COVID-19 Pandemic Mental Health Questionnaire (CoPaQ): psychometric evaluation and compliance with countermeasures in psychiatric inpatients and non-clinical individuals","Rek S.V.","2021-12-01","10.1186/s12888-021-03425-6"
"938","SCOPUS_ID:85113519638","Reforming solitary confinement: the development, implementation, and processes of a restrictive housing step down reentry program in Oregon","Labrecque R.M.","2021-12-01","10.1186/s40352-021-00151-9"
"939","SCOPUS_ID:85112332983","The association between hospital financial performance and the quality of care—a scoping review protocol","Dubas-Jakóbczyk K.","2021-12-01","10.1186/s13643-021-01778-3"
"940","SCOPUS_ID:85112274934","Public health-relevant consequences of the COVID-19 pandemic on malaria in sub-Saharan Africa: a scoping review","Heuschen A.K.","2021-12-01","10.1186/s12936-021-03872-2"
"941","SCOPUS_ID:85112274301","Optimizing the diagnosis and management of dementia within primary care: a systematic review of systematic reviews","Fernandes B.","2021-12-01","10.1186/s12875-021-01461-5"
"942","SCOPUS_ID:85111784497","Brief Engagement and Acceptance Coaching for Hospice Settings (the BEACHeS study): results from a Phase I study of acceptability and initial effectiveness in people with non-curative cancer","Hulbert-Williams N.J.","2021-12-01","10.1186/s12904-021-00801-7"
"943","SCOPUS_ID:85111629833","Barriers and facilitators to shared decision-making in hospitals from policy to practice: a systematic review","Waddell A.","2021-12-01","10.1186/s13012-021-01142-y"
"944","SCOPUS_ID:85110518070","The prevalence of tuberculosis, malaria and soil-transmitted helminth infection in minority indigenous people of Southeast Asia and the Western Pacific: protocol for a systematic review and meta-analysis","Gilmour B.","2021-12-01","10.1186/s13643-021-01753-y"
"945","SCOPUS_ID:85109646294","Depression among healthcare workers in the Eastern Mediterranean Region: a systematic review and meta-analysis","Abraham A.","2021-12-01","10.1186/s12960-021-00628-6"
"946","SCOPUS_ID:85108860049","How Willing Are Patients or Their Caregivers to Deprescribe: a Systematic Review and Meta-analysis","Chock Y.L.","2021-12-01","10.1007/s11606-021-06965-5"
"947","SCOPUS_ID:85108650345","High-speed imaging database of water jet disintegration Part I: Quantitative imaging using liquid laser-induced fluorescence","Roth A.","2021-12-01","10.1016/j.ijmultiphaseflow.2021.103641"
"948","SCOPUS_ID:85108218929","Digital technologies to support people living with dementia in the care home setting to engage in meaningful occupations: protocol for a scoping review","Luscombe N.","2021-12-01","10.1186/s13643-021-01715-4"
"949","SCOPUS_ID:85108206433","Exploring the comorbidity of musculoskeletal and personality disorders among adults: a scoping review protocol","Quirk S.E.","2021-12-01","10.1186/s13643-021-01721-6"
"950","SCOPUS_ID:85108069050","Efficacy of systemic oncological treatments in patients with advanced esophageal or gastric cancers at high risk of dying in the middle and short term: an overview of systematic reviews","Santero M.","2021-12-01","10.1186/s12885-021-08330-5"
"951","SCOPUS_ID:85107361962","Access to and experience of education for children and adolescents with cancer: a scoping review protocol","Bryan G.","2021-12-01","10.1186/s13643-021-01723-4"
"952","SCOPUS_ID:85106666650","Joint hypermobility in athletes is associated with shoulder injuries: a systematic review and meta-analysis","Liaghat B.","2021-12-01","10.1186/s12891-021-04249-x"
"953","SCOPUS_ID:85105872607","The BSR-PsA: study protocol for the British Society for Rheumatology psoriatic arthritis register","Jones G.T.","2021-12-01","10.1186/s41927-021-00189-0"
"954","SCOPUS_ID:85105434994","Involvement of Indigenous young people in the design and evaluation of digital mental health interventions: a scoping review protocol","Povey J.","2021-12-01","10.1186/s13643-021-01685-7"
"955","SCOPUS_ID:85105398142","Knowledge of prostate cancer presentation, etiology, and screening practices among women: a mixed-methods systematic review","Wiafe E.","2021-12-01","10.1186/s13643-021-01695-5"
"956","SCOPUS_ID:85105301454","The Bluegrass corpus: Audio-visual stimuli to investigate foreign accents","McGuffin B.","2021-12-01","10.3758/s13428-021-01590-w"
"957","SCOPUS_ID:85104758596","LOCATE: a prospective evaluation of the value of Leveraging Ongoing Citation Acquisition Techniques for living Evidence syntheses","Gates M.","2021-12-01","10.1186/s13643-021-01665-x"
"958","SCOPUS_ID:85104480934","Mapping evidence on the distribution of the costs associated with cancer of prostate, cervix, and female breast in the sub-Saharan Africa: protocol for a scoping review","Ngcamphalala C.","2021-12-01","10.1186/s13643-021-01672-y"
"959","SCOPUS_ID:85104375067","Mapping evidence on the effects of gender-affirming hormone therapy on the hard and soft tissues of the craniofacial complex in transgender people: a protocol for a scoping review","Van den Bosch M.F.","2021-12-01","10.1186/s13643-021-01668-8"
